,السعر,الموديل,موديل سنة,لون السيارة,قوة الماتور,عدد الركاب,عداد السيارة,أصحاب سابقون,أصل السيارة,رخصة السيارة,نوع الوقود,نوع الجير,الزجاج,وسادة حماية هوائية,فرش جلد,جنطات مغنيسيوم,فتحة سقف,مسجل CD,إغلاق مركزي,مُكيّف,جهاز إنذار
152,27500.0,تويوتا كورولا,1993,زيتي ,1600.0,5.0,0.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,0,1,0
153,66000.0,هونداي اكسنت,2014,فضي ,1600.0,5.0,94000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,0,1,1,1
154,48000.0,هونداي فيرنا,2008,سكني ,1400.0,5.0,90.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
155,108000.0,هونداي توسان,2015,أبيض عاجي ,2000.0,6.0,20000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
156,64000.0,هونداي اكسنت,2013,ذهبي ,1400.0,5.0,80000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
158,6000.0,سوبارو نملة,1983,أبيض عاجي ,1300.0,6.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
159,68000.0,اوبل كورسا,2013,أبيض ,1400.0,5.0,50000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
160,8000.0,سيت ابيزا,1988,أحمر ,1500.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,1,0,0,0,1,0
161,65000.0,بيجو بارتنر,2008,سكني ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,1,1,0,1,1
162,52000.0,فولكسفاجن جولف,2003,أزرق ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
163,53000.0,سيت ابيزا,2010,أبيض عاجي ,1400.0,5.0,140000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
164,92000.0,بي ام دبليو 320,2007,أسود ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,0
165,155000.0,فولكسفاجن GTI,2015,أسود ,200.0,5.0,46000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
166,90000.0,هونداي توسان,2013,فضي ,2000.0,5.0,82.0,2.0,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
167,38000.0,هونداي اكسنت,2006,أزرق سماوي ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1,0,1,0,1,1,1,0
168,8000.0,تويوتا تيندرا,1996,كحلي ,2500.0,5.0,0.0,1.0,خصوصي ,نمرة صفراء ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
169,85000.0,هونداي ix35,2014,فيراني ,2000.0,5.0,38000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,0
170,70000.0,اوبل كورسا,2014,فيراني ,1400.0,5.0,51.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
171,112000.0,سكودا اوكتافيا,2014,أسود ميتالك ,2000.0,5.0,120000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
172,50000.0,ايسوزو تروبر,1998,أحمر ,3100.0,7.0,280000.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
174,68000.0,فولكسفاجن كادي,2010,أسود ,1600.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,1,1,1,1,0
175,67000.0,فولكسفاجن GTI,2008,أزرق سماوي ,1800.0,5.0,115.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
176,25000.0,فولكسفاجن بولو,1997,أخضر ,1600.0,5.0,65000.0,2.0,تأجير ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,1,1,1,0,1
177,100000.0,بي ام دبليو 523,2005,أزرق ,2300.0,5.0,300000.0,3.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,0
178,118000.0,كيا سبورتاج,2014,رمادي ,2000.0,5.0,41000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
179,43000.0,كيا ريو,2010,أبيض عاجي ,1500.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
180,95000.0,فولكسفاجن كادي,2014,أبيض ,1600.0,7.0,120.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
181,24000.0,اوبل استرا,1995,أبيض ,1400.0,5.0,0.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
182,86000.0,سكودا رابيد,2014,سكني ,1400.0,5.0,60000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
183,18500.0,فولكسفاجن جولف,2006,فضي ,2000.0,5.0,196000.0,2.0,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
184,60000.0,ستروين C-Elysee,2015,أزرق ,1200.0,5.0,20000.0,1.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
185,37000.0,هونداي اكسنت,2008,رصاصي ,1400.0,5.0,65000.0,1.0,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
186,68000.0,هونداي اكسنت,2015,فيراني ,1600.0,5.0,43000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
188,58000.0,هونداي i30,2009,أسود ,1600.0,5.0,120000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
189,48000.0,اوبل كورسا,2013,فيراني ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
192,100000.0,فولكسفاجن باسات,2011,أسود ,1800.0,5.0,136000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
193,61000.0,هوندا سيفيك,2008,أسود ,1800.0,5.0,116000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
194,7000.0,دراجة نارية 2013,2013,أسود ,125.0,2.0,13700.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
195,42000.0,رينو كليو,2011,أبيض ,1150.0,5.0,132.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
196,54000.0,اوبل كورسا,2013,فيراني ,1400.0,5.0,54000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
197,69000.0,اوبل كورسا,2016,أسود ميتالك ,1400.0,5.0,40.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
198,60000.0,فولكسفاجن باسات,2006,فضي ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
199,112000.0,فولكسفاجن جولف,2016,فضي ,1400.0,5.0,78000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
200,44000.0,هونداي كليك,2008,أبيض ,1400.0,5.0,72000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,1,1,1,1,1
201,130000.0,ميتسوبيشي باجيرو,2007,أسود ,3200.0,7.0,120000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
202,59000.0,اوبل كورسا,2014,أبيض ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
203,80000.0,سكودا اوكتافيا,2012,رصاصي ,1600.0,5.0,160000.0,1.0,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,0
204,35000.0,سكودا فابيا,2003,أبيض ,1900.0,5.0,65000.0,4.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,0,1,0,0
205,19000.0,هونداي الانترا,1999,سكني ,1600.0,5.0,12345.0,3.0,عمومي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,1,1,1,0
206,56500.0,هونداي اكسنت,2011,جيشي ,1600.0,7.0,133000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
207,46000.0,كيا برايد,2008,فضي ,1600.0,5.0,157.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
208,85000.0,هونداي اكسنت,2014,أبيض ,1400.0,5.0,47000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
209,45000.0,هونداي اكسنت,2009,ذهبي ,1400.0,5.0,71000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
210,37000.0,اوبل كورسا,2009,رمادي ,1400.0,5.0,130000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
211,120000.0,سكودا سوبيرب,2013,أبيض عاجي ,2000.0,5.0,132000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
212,45000.0,هونداي افانتي,2005,سكني ,1600.0,5.0,0.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
214,74500.0,سكودا فابيا,2016,أبيض ,1200.0,5.0,47000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,1,0,0,1,1,1
216,3500.0,بيجو 205,1998,أحمر ,1400.0,5.0,65000.0,2.0,خصوصي ,نمرة صفراء ,بنزين ,عادي ,الكتروني ,0,1,1,0,1,0,0,0
217,52000.0,سكودا اوكتافيا,2006,رمادي ,1900.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,0
218,55000.0,مرسيدس S320,1992,أبيض ,3200.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
219,105000.0,هونداي ix35,2013,أسود ,2000.0,6.0,52000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
220,64000.0,سكودا اوكتافيا,2009,أبيض ,1900.0,5.0,5.0,3.0,عمومي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
221,65000.0,مرسيدس E300,1999,أبيض ,300.0,5.0,150.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
222,95000.0,فولكسفاجن جولف,2011,أسود ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,1,1,1,1,1
223,51000.0,فيات باندا,2015,أسود ,1250.0,5.0,30.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
224,58000.0,هونداي i30,2008,أسود ,2000.0,5.0,250000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,0
225,73000.0,سيت ليون,2015,عدة الوان ,1200.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
226,25000.0,دايو لانوس,2000,سكني ,1500.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
227,43000.0,اوبل كورسا,2008,أزرق سماوي ,1400.0,5.0,90000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
228,66500.0,هونداي اكسنت,2013,أبيض عاجي ,1600.0,5.0,165500.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
229,25000.0,مرسيدس 250,1992,أسود ,2500.0,8.0,0.0,0.0,عمومي ,فلسطينية ,ديزل ,عادي ,يدوي ,1,1,1,0,1,0,0,0
230,90000.0,كيا اوبتيما,2014,فضي ,2000.0,6.0,40000.0,2.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
231,78000.0,بيجو بارتنر,2014,رصاصي ,1600.0,5.0,140000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,0,1
232,60000.0,بي ام دبليو 528,1998,خمري ,2800.0,5.0,256664.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
233,90000.0,فولكسفاجن جولف,2012,بترولي ,1400.0,5.0,109000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,0
234,100000.0,ستروين بيكاسو C4,2013,فضي ,1600.0,7.0,100.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,0,1,1,1
235,9500.0,سوبارو نملة,1984,فضي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
236,47000.0,هوندا سيفيك,2007,أبيض عاجي ,1800.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,0
237,110000.0,سكودا اوكتافيا,2015,أزرق ,1600.0,6.0,39000.0,0.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
238,60000.0,هونداي توسان,2006,أبيض ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
239,59000.0,بي ام دبليو 530,2002,أسود ميتالك ,3000.0,5.0,190000.0,4.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
240,42000.0,فولكسفاجن بورا,2002,سكني ,2000.0,5.0,65000.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
241,31000.0,اوبل كورسا,1998,أحمر ,1400.0,5.0,113500.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,يدوي ,1,1,0,0,1,1,0,1
242,125000.0,بي ام دبليو i 116,2014,أبيض عاجي ,1600.0,5.0,74000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
243,52000.0,فولكسفاجن LT,2005,أبيض ,2500.0,5.0,65000.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,1,0,0,1
245,68000.0,فولكسفاجن جولف,2006,فضي ,2000.0,5.0,65000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
246,5000.0,فولكسفاجن باسات,2002,أبيض ,2000.0,5.0,65000.0,2.0,خصوصي ,نمرة صفراء ,ديزل ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
247,62000.0,فولكسفاجن جولف,2002,أزرق ,2000.0,5.0,91000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
248,50000.0,سكودا اوكتافيا,2008,أصفر ,1900.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
249,90000.0,سكودا اوكتافيا,2014,سكني ,1600.0,5.0,150000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
250,46000.0,سكودا اوكتافيا,2004,أبيض ,1900.0,5.0,620.0,5.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
251,32000.0,فولكسفاجن باسات,1998,أزرق سماوي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
252,38000.0,دراجة نارية ktm duke 390 ,2016,أسود ,390.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,1,1,0,0,0,0,0
253,70000.0,كيا برايد,2014,أبيض عاجي ,1400.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
254,48000.0,فولكسفاجن باسات,2005,فضي ,1900.0,5.0,65000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
255,70000.0,فورد فوكس,2013,أخضر ,1600.0,6.0,51000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
256,70000.0,فولكسفاجن كادي,2008,أبيض ,1900.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,1,0,0,1,0,1,0
257,145000.0,فولكسفاجن GTI,2014,أحمر ,2000.0,5.0,1600.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
259,97000.0,سكودا اوكتافيا,2014,أبيض ,1600.0,5.0,100000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
260,26000.0,بي ام دبليو 316,1987,أسود ميتالك ,1800.0,5.0,363636.0,6.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
261,57000.0,سكودا اوكتافيا,2007,سكني ,1900.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,1,0,0,1
262,7500.0,فولكسفاجن كبينة,2001,أبيض ,2400.0,6.0,220.0,4.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,1,0,0,1,1,1,0
263,26500.0,مرسيدس 410,1994,أبيض عاجي ,2500.0,3.0,490000.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,يدوي ,0,0,0,0,1,0,0,0
264,32000.0,هونداي H1,2006,أبيض عاجي ,2500.0,8.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,1,0,0,1
265,44000.0,سكودا اوكتافيا,2002,أبيض عاجي ,1900.0,5.0,460000.0,3.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
266,45000.0,بيجو 207,2011,خمري ,1600.0,5.0,48000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
267,40000.0,اوبل استرا,2006,كحلي ,1600.0,5.0,159000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
268,1500.0,ميتسوبيشي كاريزما,1999,أبيض ,1600.0,5.0,190.0,2.0,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,1,1,1,1
269,25000.0,فولكسفاجن بولو,2001,أبيض ,1900.0,5.0,0.0,4.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,0,0,0
270,37000.0,بيجو 206,2008,خمري ,1600.0,5.0,65000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
271,52000.0,سكودا فابيا,2010,أحمر ,1600.0,5.0,140000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,1
272,69000.0,اوبل كورسا,2016,أسود ميتالك ,1400.0,5.0,40.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
273,50000.0,فولكسفاجن باسات,2005,فيراني ,1900.0,5.0,0.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
275,59000.0,فولكسفاجن بولو,2014,أزرق ,1200.0,5.0,68000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
277,74900.0,فولكسفاجن توران,2010,أخضر ,1900.0,7.0,120000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
278,53000.0,كيا سيراتو,2007,فضي ,1600.0,5.0,93000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
279,65000.0,هونداي توسان,2008,سكني ,2000.0,6.0,123000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
280,125000.0,فولكسفاجن توران,2014,فضي ,1600.0,7.0,140000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,0
281,59000.0,فولكسفاجن بولو,2014,خمري ,1200.0,6.0,60000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
282,73000.0,سيت ليون,2014,فيراني ,1200.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
283,23000.0,فولكسفاجن بولو,1999,أبيض عاجي ,1900.0,5.0,0.0,6.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,1,0,1,0
284,35000.0,اوبل كورسا,2009,فضي ,1400.0,5.0,130000.0,4.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,0,1
285,43000.0,فولكسفاجن جولف,2002,أسود ,1600.0,5.0,0.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
286,35500.0,اوبل كورسا,2003,فضي ,1400.0,5.0,290090.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
287,47000.0,فورد فيستا,2014,فيراني ,1250.0,5.0,58000.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
288,135000.0,هونداي سانتافيه,2013,أبيض ,2200.0,7.0,36000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
